ts,open,high,low,close,volume,trades
2026-05-01 01:30:00+00:00,190.0,190.0,190.0,190.0,1.16,2
2026-05-01 02:00:00+00:00,180.0,180.0,178.57,178.57,1.0,2
2026-05-01 02:30:00+00:00,190.0,190.0,190.0,190.0,0.32,1
2026-05-01 03:00:00+00:00,190.0,190.0,190.0,190.0,0.0,0
2026-05-01 03:30:00+00:00,178.57,178.57,178.57,178.57,0.16,1
2026-05-01 04:00:00+00:00,190.0,190.0,190.0,190.0,2.23,1
2026-05-01 04:30:00+00:00,190.0,190.0,190.0,190.0,0.0,0
2026-05-01 05:00:00+00:00,190.0,190.0,190.0,190.0,0.0,0
2026-05-01 05:30:00+00:00,190.0,195.0,190.0,195.0,5.26,3
2026-05-01 06:00:00+00:00,195.0,195.0,195.0,195.0,6.54,1
2026-05-01 06:30:00+00:00,195.0,195.0,195.0,195.0,0.0,0
2026-05-01 07:00:00+00:00,210.07,211.0,210.07,211.0,5.89,2
2026-05-01 07:30:00+00:00,211.0,211.0,211.0,211.0,0.0,0
2026-05-01 08:00:00+00:00,211.0,211.0,211.0,211.0,0.0,0
2026-05-01 08:30:00+00:00,194.03,210.0,193.24,193.24,21.45,6
2026-05-01 09:00:00+00:00,210.99,211.0,210.99,211.0,4.73,4
2026-05-01 09:30:00+00:00,218.0,218.74,207.0,218.74,26.57,10
2026-05-01 10:00:00+00:00,218.74,260.88,218.74,260.88,451.79,192
2026-05-01 10:30:00+00:00,263.0,273.43,242.0,273.12,412.35,233
2026-05-01 11:00:00+00:00,273.43,273.43,273.4,273.43,31.27,18
2026-05-01 11:30:00+00:00,273.43,314.14,251.18,251.93,1569.34,679
2026-05-01 12:00:00+00:00,251.83,260.0,235.23,253.2,777.79,237
2026-05-01 12:30:00+00:00,253.2,262.6,235.5,248.0,747.44,294
2026-05-01 13:00:00+00:00,248.0,253.0,226.97,243.18,1678.68,604
2026-05-01 13:30:00+00:00,244.69,255.59,239.1,246.6,607.8,258
2026-05-01 14:00:00+00:00,247.27,268.0,247.27,261.72,1050.04,421
2026-05-01 14:30:00+00:00,262.93,265.45,254.84,259.3,418.75,298
2026-05-01 15:00:00+00:00,259.3,270.0,254.22,268.12,1054.53,543
2026-05-01 15:30:00+00:00,268.12,276.78,267.76,275.0,617.72,504
2026-05-01 16:00:00+00:00,274.5,278.3,267.18,267.18,341.26,402
2026-05-01 16:30:00+00:00,267.3,267.3,243.0,256.0,656.01,615
2026-05-01 17:00:00+00:00,256.0,258.9,241.5,249.11,379.83,248
2026-05-01 17:30:00+00:00,245.19,257.39,236.97,244.99,300.46,127
2026-05-01 18:00:00+00:00,245.44,260.0,245.32,254.26,137.59,141
2026-05-01 18:30:00+00:00,255.77,260.2,248.06,256.0,418.3,833
2026-05-01 19:00:00+00:00,256.0,256.0,240.65,243.08,264.78,300
2026-05-01 19:30:00+00:00,244.0,251.73,240.26,241.92,189.55,319
2026-05-01 20:00:00+00:00,240.57,255.9,240.0,255.9,448.08,443
2026-05-01 20:30:00+00:00,255.68,266.33,249.6,252.21,602.75,589
2026-05-01 21:00:00+00:00,254.71,258.59,252.21,258.59,40.03,58
2026-05-01 21:30:00+00:00,258.2,258.2,250.71,252.32,166.13,169
2026-05-01 22:00:00+00:00,252.22,254.7,248.1,251.21,311.41,397
2026-05-01 22:30:00+00:00,251.21,260.6,249.2,257.0,311.56,434
2026-05-01 23:00:00+00:00,257.9,260.6,256.0,258.01,175.62,109
2026-05-01 23:30:00+00:00,256.54,262.98,255.0,259.54,70.67,32
2026-05-02 00:00:00+00:00,256.54,271.0,255.01,259.02,265.95,243
2026-05-02 00:30:00+00:00,258.33,267.2,252.84,258.01,208.17,301
2026-05-02 01:00:00+00:00,258.01,270.9,258.01,270.9,145.57,63
2026-05-02 01:30:00+00:00,269.79,271.8,253.88,262.2,276.75,225
2026-05-02 02:00:00+00:00,265.42,272.1,261.9,269.0,236.62,210
2026-05-02 02:30:00+00:00,270.6,274.0,261.63,267.63,299.75,253
2026-05-02 03:00:00+00:00,264.63,273.0,255.44,261.64,196.96,154
2026-05-02 03:30:00+00:00,261.64,262.3,254.8,261.45,148.37,51
2026-05-02 04:00:00+00:00,261.55,270.65,252.59,258.43,191.92,202
2026-05-02 04:30:00+00:00,257.0,262.5,252.9,259.94,42.8,40
2026-05-02 05:00:00+00:00,261.44,267.49,260.0,261.5,71.74,23
2026-05-02 05:30:00+00:00,262.96,273.3,262.96,271.2,405.38,402
2026-05-02 06:00:00+00:00,270.1,271.8,266.0,267.51,97.52,212
2026-05-02 06:30:00+00:00,271.2,285.71,266.7,285.71,1107.86,450
2026-05-02 07:00:00+00:00,285.6,287.0,279.15,287.0,130.42,177
2026-05-02 07:30:00+00:00,287.0,287.0,278.4,286.08,96.21,170
2026-05-02 08:00:00+00:00,286.07,294.03,282.7,293.2,279.09,241
2026-05-02 08:30:00+00:00,293.37,299.0,272.86,277.88,1000.55,668
2026-05-02 09:00:00+00:00,277.92,279.99,273.3,275.57,97.22,114
2026-05-02 09:30:00+00:00,275.57,277.28,274.71,277.18,41.67,95
2026-05-02 10:00:00+00:00,277.18,298.4,271.6,289.47,231.43,396
2026-05-02 10:30:00+00:00,289.47,289.47,273.8,282.96,100.99,170
2026-05-02 11:00:00+00:00,281.8,285.8,279.4,285.0,29.96,111
2026-05-02 11:30:00+00:00,285.0,286.38,279.9,286.37,62.6,87
2026-05-02 12:00:00+00:00,286.37,286.37,279.2,280.26,52.27,304
2026-05-02 12:30:00+00:00,282.8,285.0,276.4,284.7,78.28,340
2026-05-02 13:00:00+00:00,284.4,289.37,281.12,289.2,32.69,110
2026-05-02 13:30:00+00:00,289.19,292.0,283.2,287.0,61.1,150
2026-05-02 14:00:00+00:00,287.1,290.4,279.48,286.4,178.09,184
2026-05-02 14:30:00+00:00,282.01,290.4,277.1,282.8,92.57,324
2026-05-02 15:00:00+00:00,278.2,292.0,272.66,284.0,375.5,457
2026-05-02 15:30:00+00:00,282.0,296.21,280.53,295.6,237.15,661
2026-05-02 16:00:00+00:00,295.6,300.0,292.04,298.0,169.36,267
2026-05-02 16:30:00+00:00,298.0,299.5,295.1,299.5,49.55,185
2026-05-02 17:00:00+00:00,295.6,303.0,282.31,285.6,449.56,415
2026-05-02 17:30:00+00:00,285.77,306.6,285.77,302.09,307.45,353
2026-05-02 18:00:00+00:00,306.26,307.28,295.28,296.0,136.01,203
2026-05-02 18:30:00+00:00,296.03,296.1,286.0,289.81,113.01,126
2026-05-02 19:00:00+00:00,289.82,299.0,289.5,294.3,8.37,101
2026-05-02 19:30:00+00:00,294.2,297.5,290.01,290.21,87.15,173
2026-05-02 20:00:00+00:00,295.6,301.99,290.21,296.94,23.42,157
2026-05-02 20:30:00+00:00,295.6,308.25,293.2,304.6,90.31,114
2026-05-02 21:00:00+00:00,304.72,310.33,298.04,309.6,220.81,99
2026-05-02 21:30:00+00:00,305.2,311.0,300.8,306.2,411.08,229
2026-05-02 22:00:00+00:00,307.1,310.8,298.31,298.31,248.36,198
2026-05-02 22:30:00+00:00,300.97,303.4,287.04,291.58,353.12,309
2026-05-02 23:00:00+00:00,291.58,314.78,288.8,312.8,594.69,243
2026-05-02 23:30:00+00:00,312.46,317.4,296.17,313.99,505.21,236
2026-05-03 00:00:00+00:00,312.0,318.89,311.37,312.0,481.64,188
2026-05-03 00:30:00+00:00,312.41,316.5,304.48,304.94,268.71,137
2026-05-03 01:00:00+00:00,304.94,310.0,304.48,305.11,72.5,88
2026-05-03 01:30:00+00:00,305.12,310.0,303.0,303.0,75.91,139
2026-05-03 02:00:00+00:00,303.0,311.05,303.0,311.04,17.87,179
2026-05-03 02:30:00+00:00,311.03,318.89,308.5,311.43,155.34,275
2026-05-03 03:00:00+00:00,311.43,320.0,292.31,317.0,470.38,319
2026-05-03 03:30:00+00:00,316.49,320.0,302.7,316.36,214.84,553
2026-05-03 04:00:00+00:00,316.36,316.63,305.0,311.86,83.4,301
2026-05-03 04:30:00+00:00,311.82,314.33,285.48,304.79,653.18,1604
2026-05-03 05:00:00+00:00,304.79,310.31,297.0,302.97,218.61,485
2026-05-03 05:30:00+00:00,302.97,316.15,299.6,316.14,48.29,101
2026-05-03 06:00:00+00:00,315.69,317.0,286.73,303.74,164.2,225
2026-05-03 06:30:00+00:00,288.43,309.84,276.0,280.19,1054.05,683
2026-05-03 07:00:00+00:00,280.19,280.39,276.0,279.0,731.45,365
2026-05-03 07:30:00+00:00,279.0,290.0,276.0,288.47,422.56,185
2026-05-03 08:00:00+00:00,288.46,288.46,284.14,285.0,177.98,209
2026-05-03 08:30:00+00:00,285.0,285.5,275.0,281.9,136.8,166
2026-05-03 09:00:00+00:00,281.9,287.0,280.42,285.87,90.09,125
2026-05-03 09:30:00+00:00,285.87,286.0,283.2,285.23,22.49,112
2026-05-03 10:00:00+00:00,285.16,287.0,285.16,285.86,11.61,35
2026-05-03 10:30:00+00:00,286.98,291.97,286.42,291.97,74.63,140
2026-05-03 11:00:00+00:00,289.92,295.0,289.92,293.7,146.08,157
2026-05-03 11:30:00+00:00,293.7,295.0,286.57,290.13,58.95,56
2026-05-03 12:00:00+00:00,291.03,295.0,290.1,290.25,71.26,67
2026-05-03 12:30:00+00:00,293.49,295.0,290.8,293.73,43.68,165
2026-05-03 13:00:00+00:00,293.73,294.0,281.11,286.18,239.87,304
2026-05-03 13:30:00+00:00,286.18,286.2,284.35,285.57,21.85,105
2026-05-03 14:00:00+00:00,285.57,285.57,282.03,282.03,40.61,137
2026-05-03 14:30:00+00:00,284.01,285.0,281.0,284.95,297.53,372
2026-05-03 15:00:00+00:00,284.95,288.0,283.63,287.95,85.65,240
2026-05-03 15:30:00+00:00,287.95,289.0,286.23,288.69,37.96,203
2026-05-03 16:00:00+00:00,288.69,295.0,282.66,292.45,304.98,308
2026-05-03 16:30:00+00:00,292.45,292.47,289.98,289.98,25.65,153
2026-05-03 17:00:00+00:00,291.81,291.81,284.0,285.7,60.51,312
2026-05-03 17:30:00+00:00,285.7,292.0,281.0,287.6,346.7,458
2026-05-03 18:00:00+00:00,287.61,291.0,283.0,286.31,83.13,270
2026-05-03 18:30:00+00:00,286.31,290.38,286.31,290.38,35.96,168
2026-05-03 19:00:00+00:00,290.38,290.38,283.4,286.81,59.86,332
2026-05-03 19:30:00+00:00,286.81,289.06,285.85,286.81,18.49,142
2026-05-03 20:00:00+00:00,287.38,287.39,283.39,283.39,67.44,155
2026-05-03 20:30:00+00:00,284.09,284.81,281.0,281.5,109.04,230
2026-05-03 21:00:00+00:00,281.49,284.0,281.0,281.0,122.14,302
2026-05-03 21:30:00+00:00,281.0,281.94,275.1,279.0,278.39,295
2026-05-03 22:00:00+00:00,278.18,285.04,278.18,285.0,53.74,86
2026-05-03 22:30:00+00:00,284.99,289.38,284.59,286.0,68.01,171
2026-05-03 23:00:00+00:00,288.99,289.0,281.06,284.05,38.14,38
2026-05-03 23:30:00+00:00,284.05,284.6,277.77,283.42,62.87,53
2026-05-04 00:00:00+00:00,283.42,283.46,275.7,275.8,48.26,63
2026-05-04 00:30:00+00:00,276.2,288.6,274.0,288.6,459.01,440
2026-05-04 01:00:00+00:00,285.4,294.9,283.8,291.6,606.86,588
2026-05-04 01:30:00+00:00,291.14,294.81,281.39,293.03,97.4,230
2026-05-04 02:00:00+00:00,293.02,295.4,292.76,295.4,119.2,85
2026-05-04 02:30:00+00:00,295.32,298.0,285.5,291.23,282.04,304
2026-05-04 03:00:00+00:00,294.71,305.0,290.5,305.0,256.98,364
2026-05-04 03:30:00+00:00,297.01,305.0,277.0,297.84,242.88,234
2026-05-04 04:00:00+00:00,292.0,294.01,282.66,283.65,37.8,31
2026-05-04 04:30:00+00:00,282.33,289.8,282.0,282.8,48.3,226
2026-05-04 05:00:00+00:00,282.6,284.44,280.0,281.72,118.2,247
2026-05-04 05:30:00+00:00,281.48,281.48,280.0,281.07,25.83,24
2026-05-04 06:00:00+00:00,280.1,287.6,280.0,280.0,65.85,354
2026-05-04 06:30:00+00:00,280.48,282.29,280.46,281.01,41.15,48
2026-05-04 07:00:00+00:00,281.49,281.54,280.23,280.23,22.67,34
2026-05-04 07:30:00+00:00,280.45,281.25,280.45,280.8,149.45,10
2026-05-04 08:00:00+00:00,281.95,283.63,280.5,280.8,30.26,67
2026-05-04 08:30:00+00:00,280.5,280.5,280.4,280.4,12.29,8
2026-05-04 09:00:00+00:00,280.76,281.7,280.23,281.51,54.26,20
2026-05-04 09:30:00+00:00,280.41,280.41,280.41,280.41,0.18,1
2026-05-04 10:00:00+00:00,281.36,282.6,280.23,282.4,113.3,62
2026-05-04 10:30:00+00:00,281.5,282.08,280.23,280.23,55.72,67
2026-05-04 11:00:00+00:00,281.08,281.08,280.0,281.01,33.21,16
2026-05-04 11:30:00+00:00,280.98,281.08,280.01,281.06,3.11,8
2026-05-04 12:00:00+00:00,280.56,282.08,280.55,282.08,4.97,15
2026-05-04 12:30:00+00:00,280.58,287.49,278.0,284.12,119.01,148
2026-05-04 13:00:00+00:00,284.0,287.94,282.29,287.41,85.08,125
2026-05-04 13:30:00+00:00,287.4,287.4,281.85,286.99,41.82,78
2026-05-04 14:00:00+00:00,286.2,286.2,283.05,285.0,1.95,9
2026-05-04 14:30:00+00:00,284.99,285.0,282.0,282.3,16.2,37
2026-05-04 15:00:00+00:00,282.3,284.68,275.33,275.7,1370.11,353
2026-05-04 15:30:00+00:00,277.01,278.98,256.18,267.22,1637.99,964
2026-05-04 16:00:00+00:00,267.41,267.41,254.0,255.0,507.06,321
2026-05-04 16:30:00+00:00,255.77,259.1,233.0,242.22,4017.08,1328
2026-05-04 17:00:00+00:00,242.28,247.9,205.08,206.26,7239.11,2374
2026-05-04 17:30:00+00:00,207.83,224.16,206.17,210.0,2856.58,796
2026-05-04 18:00:00+00:00,213.13,223.0,208.0,221.6,1005.19,331
2026-05-04 18:30:00+00:00,220.81,221.6,212.48,215.58,612.72,440
2026-05-04 19:00:00+00:00,215.6,220.0,212.43,218.75,253.79,257
2026-05-04 19:30:00+00:00,218.75,221.66,217.2,221.66,328.53,197
2026-05-04 20:00:00+00:00,222.45,224.8,216.9,216.9,588.82,669
2026-05-04 20:30:00+00:00,216.9,223.95,214.87,218.4,285.81,155
2026-05-04 21:00:00+00:00,216.0,218.4,216.0,217.55,42.4,26
2026-05-04 21:30:00+00:00,216.72,218.43,207.0,209.39,599.55,183
2026-05-04 22:00:00+00:00,210.44,216.0,201.0,203.2,1532.96,760
2026-05-04 22:30:00+00:00,203.42,207.21,201.3,204.61,125.82,74
